House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price
H-0278,Maplewood,2352 sqft,2,1,1984,2010,2,491105.87497935846
H-0883,Golden Ridge,1831,3,3,1971,2004,7,702445.7849166418
H-1535,Golden Ridge,135,6,1,2002,2021,5,242657.5538969044
H-1037,Maplewood,"1,567",6,3,2014,2005,6,452010.7297995532
H-1739,Sunny Valley,"1,619",2,1,2022,2017,6,415355.9584105773
H-0019,Gilden Ridge,3421 sqft,2,1,1961,2002,9,0.0
H-1071,Sunny Valley,"1,417",3,1,1982,2000,1,318637.96009830054
H-0025,Gilden Ridge,-281,7,1,1966,1992,2,53621.948377548906
H-1813,Golden Ridge,"1,337",6,4,1976,2009,6,638088.2718134419
H-0348,Sunny Valley,1741,5,4,2007,2001,7,529144.8865442766
H-1620,Maplewood,"1,577",7,3,1984,2013,7,470504.9854987077
H-1131,Maplewood,"3,288",6,1,2021,1990,4,705951.1184451926
H-0217,Maplewood,1383,5,2,1960,2004,10,428360.8936734043
H-1825,Maplewood,2534 sqft,3,3,1968,2005,8,577196.396737395
H-1907,Sunny Valley,"1,297",6,4,2016,1991,1,435103.77860008547
H-0434,Golden Ridge,"1,259",6,4,2001,1996,1,513899.00612831773
H-0373,Maplewood,1807,5,4,1960,2013,6,457446.61660139787
H-0432,Maplewood,1571 sqft,2,1,1998,2006,1,336552.7329730305
H-0450,Swamp Bottom,3301,4,4,2001,2008,7,393587.8786472581
H-1744,Sunny Valley,3351,2,4,1966,1998,5,794482.6819321135
H-1413,Golden Ridge,2085,7,4,1989,2000,8,847782.5720869831
H-1111,Sunny Valley,2746 sqft,5,2,2023,2008,7,733994.5490418426
H-1105,Sunny Valley,2985,3,1,1994,2014,1,739530.3115223648
H-1222,Sunny Valley,2447,3,3,1996,2020,5,612068.4304091879
H-0743,Maplewood,1976,2,4,1967,2019,3,368394.9431211075
H-1542,Maplewood,"1,674",2,4,2011,2018,10,434829.35092289466
H-0005,Gilden Ridge,2081,7,3,1978,2004,8,0.0
H-1406,Swamp Bottom,1801,2,2,1995,2013,3,196489.9557164459
H-1327,Swamp Bottom,1963 sqft,5,3,1974,2022,3,205968.2076123799
H-1294,Swamp Bottom,"2,253",5,3,1964,1994,2,265044.8029929435
H-0868,Swamp Bottom,3368 sqft,2,1,1970,1993,10,330347.6651790951
H-1418,Maplewood,1990,6,2,2024,2023,6,448917.3961942447
H-1254,Maplewood,1368,3,4,1978,1990,1,351807.8922688544
H-1956,Maplewood,1979 sqft,2,4,1987,2002,10,463108.8255099496
H-1387,Golden Ridge,720,6,2,1970,1995,6,450209.2016417139
H-0027,Gilden Ridge,2798 sqft,4,1,1997,2001,6,591056.3265928
H-1945,Maplewood,"1,968",2,1,2007,2004,8,418970.53828333406
H-1920,Maplewood,2435,3,1,2008,1992,7,515552.5232705107
H-0228,Swamp Bottom,1586 sqft,5,2,1998,2008,7,192433.37516192265
H-1913,Sunny Valley,"2,682",3,3,2001,1991,8,673298.6120784992
H-0322,Maplewood,1884,4,3,2007,2012,8,444707.2586516336
H-0115,Swamp Botom,2955,2,2,2004,2014,9,330234.36075179774
H-0329,Sunny Valley,2151,7,2,2018,2013,1,566078.0394472112
H-1175,Maplewood,2194,7,2,2002,2006,7,535342.2748221122
H-1377,Maplewood,571,6,2,2024,2009,3,172706.63119025173
H-1552,Swamp Bottom,509 sqft,4,1,1984,1992,2,86153.9294726047
H-1742,Swamp Bottom,"2,224",4,4,2008,2007,7,283088.7059735869
H-1322,Swamp Bottom,1302 sqft,6,3,1967,2012,5,198532.90136165658
H-1092,Maplewood,2148,2,3,1986,2022,7,515274.3254507527
H-1123,Swamp Bottom,1773,3,4,2016,2022,3,154142.5529680094
H-0270,Swamp Bottom,3388,6,2,1982,2006,6,366459.03292004886
H-0054,Gilden Ridge,645,6,1,1998,2023,6,244467.91874259015
H-1710,Sunny Valley,"1,428",3,4,2010,2000,6,438263.6241091555
H-1504,Sunny Valley,2450,6,2,2021,1998,3,675180.3856450533
H-1862,Sunny Valley,2450 sqft,7,3,1998,1996,5,642571.4271422861
H-1837,Sunny Valley,"2,043",2,2,1974,2015,8,538729.1303029823
H-1503,Sunny Valley,2261,7,2,1961,2012,6,661862.2468764369
H-1554,Sunny Valley,2504 sqft,6,2,1964,2019,10,721619.762016836
H-0651,Maplewood,3207 sqft,3,1,2017,2005,2,624472.4898502585
H-1075,Sunny Valley,1786,3,1,1974,2002,9,542200.6652796308
H-0187,Swamp Botom,3113 sqft,4,4,1979,2014,1,624432.6033164659
H-1624,Sunny Valley,1062 sqft,4,4,1993,1991,2,310887.65066139813
H-0155,Swamp Botom,1575 sqft,4,2,2005,2009,8,440147.37242035544
H-0119,Swamp Botom,3331 sqft,4,4,2004,1995,5,662942.3217744017
H-1986,Maplewood,"2,587",6,2,1984,1999,8,603096.8407110568
H-0088,Gilden Ridge,1938 sqft,7,2,1995,1992,3,203816.0940095688
H-1669,Swamp Bottom,1352,6,1,1997,1990,4,180521.56024130216
H-0595,Maplewood,1998,6,4,2009,2007,10,
H-0678,Industrial District,1645 sqft,6,2,2007,2010,7,296986.1922637277
H-0371,Golden Ridge,2592,6,3,1991,2007,3,941031.9009185123
H-1022,Industrial District,2193,5,1,1980,1994,4,408597.9189440981
H-0766,Swamp Bottom,"1,740",4,4,1997,2005,3,177941.8884296165
H-1109,Sunny Valley,"3,070",5,1,1963,2021,9,835112.2879344166
H-1083,Swamp Bottom,357,2,3,2008,2023,10,76023.77196202178
H-0102,Swamp Botom,2838,5,1,2022,2006,10,823694.327817442
H-1917,Maplewood,"2,500",3,2,2012,2010,10,586731.8725985326
H-1977,Sunny Valley,2143,3,1,1991,2000,1,512166.9880100061
H-0492,Sunny Valley,"1,962",3,3,2012,2014,5,510910.3722150824
H-0023,Gilden Ridge,3179 sqft,2,2,1977,1999,10,818212.2584867281
H-1228,Industrial District,"3,279",3,1,1975,2006,4,539246.7429539943
H-0731,Swamp Bottom,2152,6,1,1976,2009,5,231348.60023887013
H-0684,Industrial District,1614 sqft,6,3,2014,2000,2,308001.91987493
H-0776,Sunny Valley,1247,2,3,1983,1990,2,360654.8050782814
H-1137,Maplewood,1415 sqft,5,4,1993,2006,8,375394.9428675043
H-0846,Golden Ridge,"1,832",7,4,1966,2004,10,836699.8732960407
H-1028,Sunny Valley,2904 sqft,7,2,1962,2000,2,750660.3988275036
H-0008,Gilden Ridge,"2,525",6,4,2001,2005,10,595929.0722975691
H-1080,Swamp Bottom,"2,255",2,3,1986,2003,9,241954.44870938864
H-0939,Maplewood,1561 sqft,4,1,1990,2020,7,336043.2565889852
H-0256,Industrial District,2181 sqft,5,2,1970,2000,5,403826.32422096154
H-0682,Sunny Valley,1793 sqft,3,2,2005,2009,3,487765.4971872341
H-1912,Industrial District,2579 sqft,6,4,1994,1997,1,419298.4698122239
H-0864,Sunny Valley,1128 sqft,7,1,1991,1993,2,375700.2219847635
H-0962,Sunny Valley,2181,5,2,1996,2023,1,542368.3020466635
H-0301,Maplewood,"2,566",4,4,1966,1999,4,560198.8492265361
H-1657,Sunny Valley,1576 sqft,2,3,1961,2002,6,455761.90707456466
H-0030,Gilden Ridge,2472,3,4,1992,2014,6,537301.7291132575
H-1946,Sunny Valley,2002,4,3,2000,2022,2,525554.975056884
H-1741,Maplewood,1566,7,2,1983,1999,10,455198.7606975194
H-0947,Industrial District,2853 sqft,2,1,1974,2022,6,484586.046237755
H-1008,Sunny Valley,744,5,2,2008,2003,9,336524.5573803785
H-0126,Swamp Botom,3001 sqft,5,3,2020,1990,10,378374.4830317914
H-1664,Industrial District,"2,265",4,2,2007,2012,1,419680.6145582934
H-0398,Swamp Bottom,1177,7,4,2023,2019,6,211723.7984118277
H-0936,Golden Ridge,"2,622",5,4,2018,2024,9,956694.548017384
H-0159,Swamp Botom,1805 sqft,2,4,2024,1999,10,466572.82873727224
H-0547,Maplewood,"1,509",3,3,2017,2020,4,
H-1050,Swamp Bottom,1919,5,4,2021,2003,10,237258.22118995822
H-0011,Gilden Ridge,"2,170",2,4,1986,2022,10,0.0
H-1380,Sunny Valley,984,7,1,1983,2014,6,342798.0678000407
H-1635,Sunny Valley,1020 sqft,5,4,1988,1995,9,392560.27651333937
H-0608,Maplewood,3341 sqft,4,4,1973,2008,5,672752.8243822866
H-0780,Maplewood,1626,4,4,2016,1994,1,319083.94495402876
H-0266,Maplewood,1096,7,2,2019,2016,9,367002.5823980493
H-0945,Golden Ridge,457 sqft,4,1,2008,1995,10,324568.19703598804
H-1683,Swamp Bottom,396,6,1,1970,1994,8,110066.19080181727
H-0697,Maplewood,2126,5,2,2007,2001,5,494491.9837052631
H-1548,Golden Ridge,2874,2,2,1989,1992,8,1000900.0819476373
H-1311,Swamp Bottom,1433 sqft,2,4,1997,2012,3,175816.9225393406
H-1304,Maplewood,2094,6,4,2011,1999,2,479211.9519286612
H-1942,Swamp Bottom,2168,6,2,1978,2006,6,263757.5208871237
H-1207,Sunny Valley,"2,563",6,4,1998,2003,1,664893.5983739325
H-1653,Sunny Valley,"2,139",7,1,2008,1999,9,651326.8699004825
H-1041,Swamp Bottom,"1,790",2,2,2001,1998,1,187624.44283079237
H-0076,Gilden Ridge,1142,2,1,2000,2016,2,134804.10243083298
H-1010,Sunny Valley,1261,4,2,1969,2019,1,346473.58259786456
H-1326,Sunny Valley,"2,276",4,4,1968,1996,10,690084.1038731338
H-0650,Golden Ridge,2936 sqft,6,3,1975,2006,3,1049936.3543250798
H-1852,Swamp Bottom,2661 sqft,5,1,1988,2018,7,303413.2805723408
H-0059,Gilden Ridge,"1,566",2,1,1988,1991,5,457972.27707143023
H-0243,Sunny Valley,2530,2,3,1974,1993,7,643307.0695158353
H-1532,Maplewood,"2,815",7,4,2016,2004,7,639855.9289058497
H-1557,Sunny Valley,"1,524",7,1,1985,1990,10,542842.1467256516
H-1197,Industrial District,2047,2,3,1993,1996,8,349718.1017236654
H-1880,Maplewood,"2,378",5,1,1980,2020,5,514183.86473391537
H-1590,Maplewood,1992,2,2,1997,2016,1,420993.3690467875
H-0611,Swamp Bottom,"1,314",4,3,1963,2000,3,154507.88721618013
H-1886,Golden Ridge,2987,7,3,1971,1991,5,1119106.5843128571
H-0693,Sunny Valley,1997,4,4,1977,2000,3,549462.8107921525
H-1556,Maplewood,2683 sqft,3,3,1999,2000,8,600312.5642996506
H-1779,Swamp Bottom,"1,098",7,3,1975,2008,5,178764.52407926618
H-0773,Sunny Valley,"2,072",2,3,1976,2007,1,458330.71858579246
H-0981,Swamp Bottom,2841,4,2,2000,2007,5,265137.6755457383
H-0542,Sunny Valley,2219 sqft,3,1,1993,2003,5,
H-1992,Maplewood,1707 sqft,4,4,1981,1998,8,464121.114361404
H-1915,Maplewood,3400 sqft,6,2,1983,2020,5,760156.3687460616
H-1541,Golden Ridge,"2,001",6,1,1977,2022,1,700284.094955769
H-1498,Sunny Valley,"1,161",4,3,1962,2002,5,401931.65635851567
H-0201,Golden Ridge,2381,4,4,1983,2017,4,814259.01371138
H-1352,Sunny Valley,1599,3,2,1984,2001,4,454055.78884864016
H-1754,Industrial District,1817 sqft,3,4,1984,1993,3,305139.9620630884
H-1482,Maplewood,1971 sqft,5,3,2020,1990,4,439641.7605838642
H-1547,Maplewood,209,4,1,2018,1992,5,140923.18839141438
H-0002,Gilden Ridge,1688 sqft,5,4,1965,2017,4,0.0
H-0179,Swamp Botom,"1,830",6,4,1965,1997,7,788654.7858070825
H-1513,Golden Ridge,2361,5,3,1968,1993,5,888179.0352086899
H-0695,Maplewood,1569,4,1,2011,1998,6,327843.7101722833
H-0570,Maplewood,1620,4,4,1986,2001,9,
H-0836,Industrial District,1321,4,3,1985,1998,7,270475.90500930016
H-0909,Sunny Valley,2438,2,4,1968,2001,2,545724.7638647466
H-0683,Maplewood,3606 sqft,3,1,2020,1990,10,769680.0549306826
H-0664,Golden Ridge,2109,7,4,1961,2014,3,827086.3820291419
H-1872,Maplewood,965,3,2,1980,2021,3,256160.46998740674
H-1233,Golden Ridge,1692,7,1,1972,2010,7,753245.0924819554
H-1420,Sunny Valley,"1,915",4,4,1981,2009,9,570890.6611424129
H-0065,Gilden Ridge,2072,3,2,1967,2004,10,488645.7286433657
H-0644,Golden Ridge,2079,6,1,2013,1993,6,812392.0379624761
H-1987,Maplewood,545 sqft,4,2,2021,2004,2,181343.0862134013
H-0948,Swamp Bottom,3153,3,2,1986,2021,5,361273.3927783127
H-1248,Industrial District,776,6,3,2018,1999,1,151376.58248628644
H-0094,Gilden Ridge,2583 sqft,4,3,1977,2006,7,272032.0416114722
H-1437,Maplewood,2026 sqft,6,2,2019,2006,7,506135.800331298
H-1689,Swamp Bottom,"3,489",2,3,2019,2017,3,310112.4863510264
H-1340,Sunny Valley,"2,767",3,3,1988,1993,3,669309.2644288279
H-1469,Swamp Bottom,"1,000",2,4,1974,2005,4,114271.2541065135
H-0224,Sunny Valley,2887 sqft,5,3,2004,2005,7,808497.9640274978
H-0537,Sunny Valley,1082,4,4,1997,2020,7,
H-1786,Maplewood,2760,3,3,1994,2014,5,595792.6193883495
H-0839,Maplewood,2255,6,2,1972,2022,10,570963.7242110601
H-1619,Maplewood,1188,3,2,1961,2003,6,300358.67018504266
H-0160,Swamp Botom,2330 sqft,5,2,1965,2024,3,619064.5918793132
H-0563,Golden Ridge,"1,733",7,1,2010,1990,10,
H-1990,Swamp Bottom,1696 sqft,7,2,1983,2006,1,189515.50918890332
H-1333,Industrial District,"1,514",3,4,1982,2023,6,271315.77038719656
H-1103,Industrial District,1770,6,3,1968,2013,2,334433.07830971223
H-1249,Maplewood,1889,5,2,1997,2012,8,482956.8698837215
H-1857,Maplewood,1476 sqft,6,2,1973,2015,5,393357.5677885979
H-1923,Sunny Valley,"3,220",2,2,2006,1999,2,763020.8059069269
H-0756,Maplewood,"2,076",7,1,1973,2009,5,528527.0873993967
H-1153,Maplewood,1559 sqft,6,1,1968,1999,6,413118.4188136772
H-1194,Golden Ridge,"2,794",5,2,1970,2019,5,995828.2817825194
H-0045,Gilden Ridge,3054 sqft,4,4,2008,2011,4,657436.0926941298
H-0990,Swamp Bottom,"2,361",3,4,2008,1992,9,258067.6664752941
H-1733,Sunny Valley,2321 sqft,4,2,2003,2008,1,586491.6779164799
H-0523,Swamp Bottom,1480,2,1,1982,1999,7,
H-1968,Sunny Valley,2525 sqft,7,1,1961,1993,10,756206.2769435663
H-0112,Swamp Botom,"3,538",3,4,1965,1998,3,593391.0599094636
H-0443,Sunny Valley,2737,6,4,2024,1993,8,752274.1656369059
H-0357,Maplewood,1974 sqft,2,2,1990,2020,2,402596.07320845616
H-0254,Sunny Valley,2393,3,3,2022,1999,8,628145.8219601738
H-1129,Sunny Valley,2312 sqft,3,4,1977,2019,7,632408.8472888381
H-0326,Maplewood,"2,890",4,4,2018,1999,4,636543.8531047392
H-0425,Maplewood,1555 sqft,5,4,1993,2019,3,374327.0656515927
H-1491,Sunny Valley,"2,027",4,3,1990,1992,8,579916.2639779374
H-0669,Sunny Valley,"1,279",5,2,2003,2020,8,436787.5457950315
H-0349,Maplewood,"2,960",4,4,2020,1990,6,682959.6316115275
H-1687,Maplewood,"2,341",6,2,2005,2020,5,554455.6390632039
H-1355,Swamp Bottom,3349 sqft,2,4,2001,1992,10,372505.2257988348
H-0976,Maplewood,1950 sqft,2,4,2003,2016,9,429446.15362025995
H-0162,Swamp Botom,2014 sqft,6,4,2023,2007,5,481600.06139393063
H-0991,Maplewood,2222 sqft,6,3,1968,1991,6,538116.5570065056
H-0789,Industrial District,"1,525",7,4,1986,1992,8,359321.28036050306
H-0688,Swamp Bottom,4191 sqft,6,4,1993,2019,4,460628.28199204704
H-1665,Swamp Bottom,2733,2,3,2024,2008,2,252916.30517798272
H-0576,Golden Ridge,"1,035",7,3,1995,1995,5,
H-1481,Golden Ridge,"-1,243",4,1,2004,2011,7,-154660.2916802487
H-1651,Sunny Valley,"1,312",5,4,2001,1994,5,427980.4314231874
H-1587,Sunny Valley,1622,3,3,1985,1999,7,474407.49853972305
H-0369,Golden Ridge,2202,6,1,2006,1996,6,869889.8177517845
H-0848,Maplewood,418,2,2,1975,2005,3,96273.95085418748
H-0209,Sunny Valley,3533,7,3,2004,2023,8,931475.4225415239
H-1791,Maplewood,1270 sqft,6,4,1991,1992,5,330573.43046648905
H-1756,Industrial District,"1,522",3,4,1976,2015,3,283762.06070877076
H-0579,Sunny Valley,1644,3,2,2019,1991,5,
H-0727,Swamp Bottom,1363 sqft,7,4,1993,2021,4,156652.5594574891
H-0718,Golden Ridge,"1,945",2,4,2020,1990,1,624135.1521319636
H-0320,Maplewood,905,7,1,2020,2006,1,285574.6574598278
H-1906,Industrial District,2153 sqft,3,1,2003,2016,3,369578.1950589655
H-1834,Swamp Bottom,2231,6,4,2008,1991,10,264829.53450779745
H-1663,Maplewood,2563 sqft,5,1,1984,1996,1,530744.3783198142
H-1588,Sunny Valley,687,5,1,2020,1990,9,345920.74170226854
H-0655,Golden Ridge,236,7,4,1979,1992,10,400125.69011985516
H-1089,Sunny Valley,2688 sqft,6,3,1977,2002,1,714891.5856931342
H-1091,Maplewood,3374 sqft,4,4,1991,1990,4,755335.3916113771
H-0917,Industrial District,1531,7,1,2000,2019,4,354566.73238137644
H-0446,Industrial District,1541,2,4,1988,2007,3,276313.55253653147
H-0424,Golden Ridge,"2,300",6,4,2021,2001,8,950700.0783024332
H-0388,Swamp Bottom,1865,5,3,1975,2009,7,267333.26337304036
H-0107,Swamp Botom,"2,878",5,2,1991,2015,9,344898.658524916
H-1507,Maplewood,2150,4,4,1984,2011,6,463708.7889520883
H-1152,Maplewood,1366,3,1,1965,2010,1,272273.9530272618
H-1780,Golden Ridge,1748,5,4,2020,2012,1,681913.0813018476
H-1016,Sunny Valley,2791 sqft,5,3,2015,2013,4,714267.4687397906
H-0698,Sunny Valley,869,6,4,1978,1998,4,343444.78604160115
H-1697,Golden Ridge,"3,414",2,1,1964,2014,9,1138532.0176434568
H-0405,Swamp Bottom,1745 sqft,5,4,2023,2020,4,222857.92814010393
H-0148,Swamp Botom,1836 sqft,5,4,2013,2020,1,625302.0956005771
H-0109,Swamp Botom,1644,4,1,2005,2001,1,541859.1599867825
H-1021,Sunny Valley,4441 sqft,6,3,1964,2000,2,1109783.0894266295
H-0995,Golden Ridge,1614 sqft,2,4,2021,1997,7,607559.5745612663
H-0566,Sunny Valley,1106 sqft,7,2,2000,1992,7,
H-0220,Maplewood,2363,3,1,1993,1993,7,512410.9813899705
H-0705,Industrial District,"1,930",6,1,1970,2008,7,350537.86989996
H-1671,Swamp Bottom,645,3,4,2024,2022,4,98785.3862014881
H-0328,Sunny Valley,1632,7,4,1979,1995,10,557102.3551976796
H-1347,Sunny Valley,2581,5,1,2001,2010,4,674824.2396383237
H-0099,Gilden Ridge,1747,3,4,1977,2018,1,550649.9927879022
H-1402,Golden Ridge,"2,299",3,2,1961,1993,4,745914.0075798923
H-1312,Maplewood,1670,6,2,2017,2021,10,460826.09310165246
H-1433,Maplewood,1612,5,2,1998,1998,2,393695.65916883765
H-0035,Gilden Ridge,"1,475",6,1,1965,1993,9,218567.1435576272
H-0763,Maplewood,1433 sqft,4,3,1968,1994,5,377545.2825860589
H-1929,Golden Ridge,745,4,2,1998,1995,3,328983.6832006563
H-0049,Gilden Ridge,"1,924",2,1,1981,2018,4,498250.60712755355
H-1144,Sunny Valley,"3,460",7,2,2007,1999,10,934310.9883189943
H-1458,Sunny Valley,3375,2,3,2002,2022,4,811660.2830590694
H-1952,Maplewood,1218,6,4,1998,2008,4,337885.39984583
H-0983,Golden Ridge,"1,358",7,2,1969,2006,9,690735.3444503248
H-1492,Sunny Valley,1816,6,1,2004,2012,1,493599.4057311123
H-0093,Gilden Ridge,"1,000",3,2,1984,2022,1,200820.8462723111
H-1597,Golden Ridge,"1,809",3,1,2020,1990,3,619686.2124307409
H-1391,Golden Ridge,2698 sqft,7,2,1969,2019,9,1121165.7622107007
H-0368,Sunny Valley,693 sqft,6,4,2021,1999,1,313553.41461301496
H-0061,Gilden Ridge,3073,6,2,1965,2020,9,829143.7338568254
H-0575,Industrial District,1711,3,4,1961,2011,7,
H-1691,Maplewood,2024,3,4,1970,2007,9,440967.2849433497
H-1238,Industrial District,"2,521",5,1,1979,2021,8,488744.60236615705
H-0568,Industrial District,795,3,2,1974,2011,5,
H-1124,Maplewood,2168,5,4,1971,2005,7,518397.9081202724
H-1832,Maplewood,1117,7,3,1970,2008,6,373996.99659046077
H-0726,Golden Ridge,686,4,4,1997,2006,3,370865.01953729783
H-0742,Maplewood,"2,274",7,1,1965,2003,10,562710.1249699731
H-0815,Maplewood,2247 sqft,2,1,2017,2019,4,464421.34110326605
H-0313,Industrial District,2554 sqft,4,1,2014,1992,2,430121.9770431213
H-1525,Sunny Valley,"2,499",4,4,2002,2014,1,647294.0397679633
H-0406,Sunny Valley,873 sqft,5,2,1981,2002,8,354158.93408538733
H-0034,Gilden Ridge,"2,925",2,3,2003,1990,7,475297.2675551125
H-1404,Maplewood,"1,836",7,3,1963,2015,2,407319.369988902
H-0299,Golden Ridge,1267,7,3,2022,2004,8,622982.4392550874
H-1576,Golden Ridge,3910,3,3,1981,2003,3,1241147.1693326023
H-0662,Maplewood,2040,6,1,2011,2007,1,442268.05621368595
H-0166,Swamp Botom,3476 sqft,5,3,1977,1999,2,867007.4370903025
H-0787,Sunny Valley,2315 sqft,6,3,2007,2019,8,686908.0634626105
H-0636,Maplewood,2555 sqft,4,4,2020,1990,7,587810.2339585508
H-1393,Maplewood,2325 sqft,5,4,2009,1992,3,527788.0279083275
H-1245,Maplewood,1590,6,3,2001,2004,2,346441.5874733373
H-1875,Maplewood,1738,4,3,1982,2002,6,405047.9762461088
H-0486,Golden Ridge,915,6,4,2011,2024,5,471886.5991694916
H-0225,Sunny Valley,"2,683",7,3,1965,2002,4,789966.7369098841
H-1288,Golden Ridge,"3,451",7,2,1990,2022,5,1256863.975747215
H-0106,Swamp Botom,1960 sqft,5,3,1986,2018,7,585267.0766929173
H-0554,Swamp Bottom,3340,2,4,1973,1994,8,
H-0032,Gilden Ridge,"2,345",5,4,1970,2015,3,856079.7561303598
H-1641,Swamp Bottom,2845 sqft,3,4,2007,1996,4,300744.3675471463
H-1974,Sunny Valley,3284,2,3,1960,2009,3,793743.5385556874
H-1962,Swamp Bottom,1251 sqft,7,4,2007,1994,8,162028.1174577452
H-1567,Golden Ridge,3976,5,4,1975,2005,7,1367529.4992217696
H-1772,Swamp Bottom,"2,101",3,4,2020,2017,8,226431.18555469534
H-0907,Sunny Valley,1699,2,2,1984,2004,8,502931.9845001612
H-0863,Sunny Valley,2648,4,4,1987,2012,8,732780.8155941343
H-0110,Swamp Botom,655,6,2,1985,2006,8,373501.83468885266
H-1881,Swamp Bottom,"1,949",4,3,2017,2019,2,240797.8057586478
H-1569,Maplewood,2249 sqft,3,1,1966,2009,1,478474.824729757
H-1527,Sunny Valley,2640 sqft,5,4,1989,2005,5,663467.9288465712
H-0453,Industrial District,2409 sqft,2,1,2010,1994,6,383627.0345242801
H-1938,Maplewood,3964,7,4,1966,1999,3,821478.484575726
H-0586,Golden Ridge,"3,607",3,3,2000,2004,3,
H-0010,Gilden Ridge,1165 sqft,5,1,1971,1998,4,0.0
H-1505,Sunny Valley,2139 sqft,7,4,1962,1991,7,656630.1635040108
H-1273,Golden Ridge,"1,273",4,2,1994,2010,2,533753.163394812
H-0560,Maplewood,"1,703",2,2,2019,2009,7,
H-0885,Sunny Valley,2849,7,1,2013,2016,1,762964.9959764407
H-0804,Sunny Valley,"1,888",2,4,1992,1998,5,495737.1171235066
H-0679,Swamp Bottom,2593 sqft,4,1,1961,2001,1,268011.6613763428
H-0769,Swamp Bottom,1353,4,3,2003,2011,1,182682.7377780839
H-0869,Industrial District,"2,825",2,1,1985,2021,3,468179.78825874504
H-1604,Golden Ridge,1693,7,1,1965,2011,4,757620.476961806
H-1014,Maplewood,2647,5,2,2017,2008,9,642841.0497966015
H-0468,Sunny Valley,1330,2,4,1988,1993,10,375901.03404421033
H-0427,Swamp Bottom,2389 sqft,3,1,1972,2021,4,265209.100640658
H-1134,Maplewood,2440,6,3,2004,1998,9,593281.5459308467
H-0103,Swamp Botom,"2,522",7,3,2016,2005,8,650815.8268630574
H-1757,Maplewood,"1,376",4,1,1982,2000,9,355798.1125326797
H-0364,Industrial District,-16,4,2,2009,1992,2,41387.51356150444
H-0461,Maplewood,1608 sqft,7,3,2022,2022,1,363615.75485656114
H-1290,Sunny Valley,1975 sqft,3,1,1995,2001,2,469464.72247951635
H-1226,Sunny Valley,2690,6,2,2007,1992,7,755085.0042312184
H-0887,Sunny Valley,"2,078",5,1,2015,2017,4,525733.836412348
H-0377,Golden Ridge,"1,317",2,4,2023,2015,4,479419.1943813993
H-1473,Sunny Valley,1933,2,4,1963,2014,5,509491.9012116395
H-1125,Maplewood,1415 sqft,3,2,1964,2000,10,381403.01617122
H-0229,Maplewood,1878,3,3,1990,1996,10,497468.99671446794
H-1342,Swamp Bottom,1511,6,1,2008,2022,9,200775.35723404313
H-0524,Swamp Bottom,1365,3,4,1982,2012,5,
H-0370,Golden Ridge,"1,747",5,3,2020,2004,9,778857.0960853642
H-0024,Gilden Ridge,2948,4,2,1962,1998,5,622492.1309427385
H-1759,Maplewood,3072,5,4,2017,2006,7,715232.1154653287
H-0311,Golden Ridge,740 sqft,7,3,1988,2003,8,509134.0437325612
H-0801,Sunny Valley,1884 sqft,2,1,1961,2006,4,458201.6172513893
H-1157,Swamp Bottom,3557 sqft,4,2,1983,2016,5,385910.9379997342
H-1909,Golden Ridge,"1,790",2,4,1982,1993,5,624964.8307262146
H-1497,Maplewood,1628,2,1,1988,2014,2,345563.0414201676
H-0676,Golden Ridge,3616,6,1,1999,1998,8,1301852.954108195
H-0615,Industrial District,"1,405",6,2,1986,2000,5,339297.6134374658
H-1891,Sunny Valley,2559 sqft,2,4,1966,1993,8,695260.8495538837
H-0436,Golden Ridge,3470 sqft,2,4,1982,1998,7,1141497.3941875175
H-1215,Sunny Valley,2228,7,2,2008,2005,8,711245.6068576456
H-1053,Swamp Bottom,"2,396",6,2,1998,2016,2,316828.20935342694
H-0546,Golden Ridge,1265,7,4,1962,2024,5,
H-1919,Sunny Valley,379,4,2,2020,1990,5,177492.57161195888
H-0825,Industrial District,"1,508",4,4,1982,2021,6,326088.55337079515
H-1638,Industrial District,"1,012",5,4,1961,2004,1,225621.77810502006
H-1135,Golden Ridge,"1,448",6,2,2017,2011,2,603145.1792699862
H-0016,Gilden Ridge,1799 sqft,3,4,1992,1994,7,524134.79689702834
H-0926,Sunny Valley,"2,378",5,3,2005,2019,10,679511.4620173199
H-1267,Maplewood,1886 sqft,3,1,1980,2011,7,428442.9501553001
H-0671,Swamp Bottom,1012,6,2,1972,1992,4,148099.96512552354
H-0606,Sunny Valley,"1,190",5,4,2004,2015,9,393742.7283826713
H-0534,Swamp Bottom,1201,2,1,2020,2005,5,
H-1480,Swamp Bottom,"3,181",4,4,2023,2022,1,312823.04842387687
H-0178,Swamp Botom,"1,147",6,2,2007,2005,5,244879.00006810145
H-1746,Golden Ridge,2453,5,1,2019,1997,2,827759.7948462741
H-0840,Golden Ridge,"1,999",6,1,1988,1991,5,757895.6245925819
H-0042,Gilden Ridge,2706 sqft,6,4,1998,1993,5,979177.3365379524
H-1703,Maplewood,1448,6,2,1979,2006,4,410961.7355930011
H-0551,Swamp Bottom,1194,5,1,1966,1997,4,
H-1892,Swamp Bottom,1727,7,2,1987,2012,2,192776.35491766094
H-0856,Golden Ridge,-244,3,3,2011,1991,10,121636.26396662906
H-0245,Industrial District,2773,5,2,1964,2017,2,475996.18632839195
