House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price,Effective_Age,Neighborhood_Tier
H-1979,Swamp Bottom,1477,6,4,1967,2022,5,211595.908708852,4,1
H-0617,Sunny Valley,2284,5,1,1978,2015,9,712927.1424003725,11,4
H-0050,Golden Ridge,1351,6,4,1991,2001,3,292220.8934278584,25,5
H-1897,Sunny Valley,847,3,3,1965,2000,8,343118.1432502137,26,4
H-0132,Swamp Bottom,873,6,4,2001,2002,2,483279.5944194932,24,1
H-0902,Sunny Valley,1952,7,4,1969,1999,6,640075.2759902013,27,4
H-0932,Industrial District,2345,2,4,1982,1996,1,333310.66408075736,30,2
H-0440,Golden Ridge,2343,6,3,1977,1998,7,953096.1441994566,28,5
H-0730,Sunny Valley,2340,7,4,1976,2001,7,685660.3765906126,25,4
H-1336,Sunny Valley,2957,7,1,1994,2007,8,863793.1951095562,19,4
H-1589,Maplewood,2344,2,2,2012,2024,6,507415.2893998355,2,3
H-1263,Maplewood,2244,4,2,1988,1993,1,495304.8037512407,33,3
H-0861,Maplewood,2472,7,2,1966,1997,4,547091.8913764376,29,3
H-0808,Maplewood,2413,3,4,1989,2022,2,473045.60422437487,4,3
H-0305,Industrial District,818,7,3,1995,2002,5,237222.55321316893,24,2
H-1284,Sunny Valley,1028,4,1,1961,2011,6,367173.8798288664,15,4
H-0598,Sunny Valley,1581,2,2,1980,2015,3,504859.29,11,4
H-1368,Sunny Valley,2673,6,1,1996,2024,5,721467.8517875618,2,4
H-0041,Golden Ridge,1518,3,3,1973,2012,5,334876.123492952,14,5
H-1808,Sunny Valley,1574,5,3,2006,2013,1,437200.9137977421,13,4
H-1830,Industrial District,2055,6,3,2012,2019,2,364918.2713214807,7,2
H-0531,Industrial District,683,3,2,2002,2014,9,258564.83,12,2
H-0797,Maplewood,2320,7,4,1998,2011,7,592935.2623473809,15,3
H-1403,Maplewood,3129,7,1,1991,2011,5,699859.2674560118,15,3
H-0759,Swamp Bottom,3340,2,2,2009,2014,5,314949.3089278703,12,1
H-1272,Swamp Bottom,2275,3,4,1993,2022,7,244188.3686085725,4,1
H-0341,Maplewood,1361,6,2,1997,2000,5,364638.1626966264,26,3
H-1496,Maplewood,1446,2,4,1989,1999,6,325437.163457186,27,3
H-1605,Maplewood,2672,3,2,1990,2020,5,578107.500449614,6,3
H-0529,Swamp Bottom,570,3,3,1985,2009,10,235946.66,17,1
H-1350,Swamp Bottom,1711,4,4,2007,2017,6,208142.39800114103,9,1
H-1323,Sunny Valley,3043,4,3,2017,2019,4,738141.3265222186,7,4
H-0242,Industrial District,2111,7,3,1975,2008,3,387612.5499354477,18,2
H-1958,Maplewood,2431,4,4,1969,1990,2,525693.2370724576,36,3
H-0265,Maplewood,3499,2,4,2015,2020,10,771056.4274896967,6,3
H-1899,Swamp Bottom,2293,6,4,1983,2006,2,229869.51114467048,20,1
H-0802,Maplewood,507,4,4,1977,1990,4,211229.4203813324,36,3
H-1858,Swamp Bottom,2065,7,4,1968,2016,7,258301.0021233464,10,1
H-0168,Swamp Bottom,2842,7,1,1995,2016,3,1029555.9896286164,10,1
H-0484,Maplewood,2654,5,4,1994,1998,1,523811.95863056346,28,3
H-1438,Sunny Valley,1297,6,4,1990,1997,7,451496.91225721466,29,4
H-1804,Sunny Valley,2930,5,3,2001,2004,6,768010.6789416706,22,4
H-1778,Sunny Valley,2636,4,3,1970,2022,2,661664.7594357999,4,4
H-1883,Swamp Bottom,2295,7,4,2002,2010,7,289549.5889203687,16,1
H-1394,Sunny Valley,2936,5,2,2012,2018,3,748209.7312953027,8,4
H-1524,Maplewood,697,4,1,1995,2015,4,245658.5452193219,11,3
H-1295,Sunny Valley,2898,6,3,1995,2020,10,805245.2410366355,6,4
H-1067,Golden Ridge,1224,5,4,2010,2016,6,558679.1195983173,10,5
H-0437,Swamp Bottom,2099,4,4,2011,2013,8,250976.24735001387,13,1
H-0972,Maplewood,2350,4,3,2002,2011,2,505178.3233052213,15,3
H-1676,Golden Ridge,1855,3,2,2004,2017,9,719891.2968627096,9,5
H-0070,Golden Ridge,2602,2,4,2001,2004,5,293087.9009864512,22,5
H-1411,Golden Ridge,2644,7,4,2015,2020,5,959253.7384262042,6,5
H-1822,Maplewood,2762,7,3,1977,2018,4,600612.1851069401,8,3
H-0620,Sunny Valley,2607,2,3,1985,2008,1,607242.8269761964,18,4
H-0596,Maplewood,2717,5,3,1999,1999,2,456594.26,27,3
H-1771,Swamp Bottom,1161,4,2,1991,2024,10,181547.2522472169,2,1
H-1036,Sunny Valley,2219,6,2,1990,2020,3,648471.6227403048,6,4
H-0249,Swamp Bottom,589,4,4,1972,2014,5,129108.92020022798,12,1
H-1216,Golden Ridge,450,5,3,2008,2011,2,288225.778915355,15,5
H-1750,Maplewood,2082,2,1,1982,1991,2,486525.5820055163,35,3
H-1649,Maplewood,3171,4,2,1974,1990,10,711526.8233640374,36,3
H-1454,Golden Ridge,503,2,3,1973,1994,4,218587.84322184772,32,5
H-0462,Maplewood,2184,7,2,1991,2016,2,549548.8420958134,10,3
H-1061,Industrial District,865,2,1,1988,1990,9,222650.8387109648,36,2
H-1250,Swamp Bottom,1645,5,1,2007,2012,3,174988.72842265686,14,1
H-1407,Swamp Bottom,1890,4,1,1991,2024,6,249231.29904129825,2,1
H-0158,Swamp Bottom,2596,7,1,1990,2020,4,713128.1270398586,6,1
H-1198,Maplewood,340,5,3,1990,1998,7,219489.0000471324,28,3
H-1616,Industrial District,1702,4,1,2008,2014,3,352453.2078418035,12,2
H-0511,Sunny Valley,1144,6,3,1990,2020,8,602172.79,6,4
H-0117,Swamp Bottom,2512,2,1,1984,2004,9,647928.5500964795,22,1
H-1809,Golden Ridge,2496,5,2,1992,2005,10,952774.0317147631,21,5
H-1812,Sunny Valley,1469,2,3,1988,2022,5,430038.4443279755,4,4
H-1003,Maplewood,1360,6,3,2004,2009,1,306324.82483824657,17,3
H-0832,Golden Ridge,2780,7,3,1967,1994,5,1022903.4278178232,32,5
H-0394,Sunny Valley,2017,6,1,1963,2011,5,569785.8767834064,15,4
H-1027,Swamp Bottom,2762,2,1,2002,2024,1,223020.7641589324,2,1
H-0172,Swamp Bottom,1897,2,4,2006,2010,9,461545.3635945847,16,1
H-0884,Swamp Bottom,2416,5,4,1999,2013,7,270383.2320107034,13,1
H-0101,Swamp Bottom,1725,7,2,2005,2019,2,422214.4897121631,7,1
H-0074,Golden Ridge,1486,7,1,2019,2021,9,396632.0825200917,5,5
H-0222,Golden Ridge,739,4,4,1977,2018,5,347470.4808795198,8,5
H-0785,Industrial District,2144,6,3,2015,2024,8,416862.6409900992,2,2
H-1752,Golden Ridge,2503,4,4,2008,2018,10,991469.5652198102,8,5
H-0294,Golden Ridge,1849,5,1,1990,2020,9,792567.7818942163,6,5
H-0761,Sunny Valley,2639,3,1,1979,2023,2,628539.6471325444,3,4
H-1293,Maplewood,1210,6,2,1962,2018,10,385816.7810214488,8,3
H-0583,Sunny Valley,107,5,2,1990,2007,6,561561.78,19,4
H-0312,Golden Ridge,903,4,1,1984,2013,1,387730.83352687873,13,5
H-1561,Sunny Valley,1273,5,2,2001,2020,3,385467.95819164335,6,4
H-0955,Sunny Valley,978,3,1,2003,2004,5,358846.43683263165,22,4
H-0028,Golden Ridge,3062,5,2,1996,1999,10,689302.8489195353,27,5
H-1723,Golden Ridge,1913,7,1,2002,2013,1,743548.3692390601,13,5
H-0528,Golden Ridge,2518,6,2,1986,1999,10,602659.54,27,5
H-1048,Swamp Bottom,1951,7,4,1961,1991,4,267275.85359833523,35,1
H-1888,Maplewood,2948,4,4,1974,2023,6,665911.108247986,3,3
H-1351,Maplewood,695,5,4,2005,2020,8,286307.4568464353,6,3
H-0340,Maplewood,4460,4,1,2003,2015,6,895857.818966634,11,3
H-0278,Maplewood,2352,2,1,1984,2010,2,491105.87497935846,16,3
H-0883,Golden Ridge,1831,3,3,1971,2004,7,702445.7849166418,22,5
H-1535,Golden Ridge,135,6,1,2002,2021,5,242657.5538969044,5,5
H-1037,Maplewood,1567,6,3,2005,2014,6,452010.7297995532,12,3
H-1739,Sunny Valley,1619,2,1,2017,2022,6,415355.9584105773,4,4
H-2010,Golden Ridge,3421,2,1,1961,2002,9,0.0,24,5
H-1071,Sunny Valley,1417,3,1,1982,2000,1,318637.96009830054,26,4
H-0025,Golden Ridge,-281,7,1,1966,1992,2,53621.948377548906,34,5
H-1813,Golden Ridge,1337,6,4,1976,2009,6,638088.2718134419,17,5
H-0348,Sunny Valley,1741,5,4,2001,2007,7,529144.8865442766,19,4
H-1620,Maplewood,1577,7,3,1984,2013,7,470504.9854987077,13,3
H-1131,Maplewood,3288,6,1,1990,2021,4,705951.1184451926,5,3
H-0217,Maplewood,1383,5,2,1960,2004,10,428360.8936734043,22,3
H-1825,Maplewood,2534,3,3,1968,2005,8,577196.396737395,21,3
H-1907,Sunny Valley,1297,6,4,1991,2016,1,435103.7786000855,10,4
H-0434,Golden Ridge,1259,6,4,1996,2001,1,513899.0061283177,25,5
H-0373,Maplewood,1807,5,4,1960,2013,6,457446.61660139787,13,3
H-0432,Maplewood,1571,2,1,1998,2006,1,336552.7329730305,20,3
H-0450,Swamp Bottom,3301,4,4,2001,2008,7,393587.8786472581,18,1
H-1744,Sunny Valley,3351,2,4,1966,1998,5,794482.6819321135,28,4
H-1413,Golden Ridge,2085,7,4,1989,2000,8,847782.5720869831,26,5
H-1111,Sunny Valley,2746,5,2,2008,2023,7,733994.5490418426,3,4
H-1105,Sunny Valley,2985,3,1,1994,2014,1,739530.3115223648,12,4
H-1222,Sunny Valley,2447,3,3,1996,2020,5,612068.4304091879,6,4
H-0743,Maplewood,1976,2,4,1967,2019,3,368394.9431211075,7,3
H-1542,Maplewood,1674,2,4,2011,2018,10,434829.35092289466,8,3
H-2011,Golden Ridge,2081,7,3,1978,2004,8,0.0,22,5
H-1406,Swamp Bottom,1801,2,2,1995,2013,3,196489.9557164459,13,1
H-1327,Swamp Bottom,1963,5,3,1974,2022,3,205968.2076123799,4,1
H-1294,Swamp Bottom,2253,5,3,1964,1994,2,265044.8029929435,32,1
H-0868,Swamp Bottom,3368,2,1,1970,1993,10,330347.6651790951,33,1
H-1418,Maplewood,1990,6,2,2023,2024,6,448917.3961942447,2,3
H-1254,Maplewood,1368,3,4,1978,1990,1,351807.8922688544,36,3
H-1956,Maplewood,1979,2,4,1987,2002,10,463108.8255099496,24,3
H-1387,Golden Ridge,720,6,2,1970,1995,6,450209.2016417139,31,5
H-0027,Golden Ridge,2798,4,1,1997,2001,6,591056.3265928,25,5
H-1945,Maplewood,1968,2,1,2004,2007,8,418970.53828333406,19,3
H-1920,Maplewood,2435,3,1,1992,2008,7,515552.5232705107,18,3
H-0228,Swamp Bottom,1586,5,2,1998,2008,7,192433.37516192265,18,1
H-1913,Sunny Valley,2682,3,3,1991,2001,8,673298.6120784992,25,4
H-0322,Maplewood,1884,4,3,2007,2012,8,444707.2586516336,14,3
H-0115,Swamp Bottom,2955,2,2,2004,2014,9,330234.36075179774,12,1
H-0329,Sunny Valley,2151,7,2,2013,2018,1,566078.0394472112,8,4
H-1175,Maplewood,2194,7,2,2002,2006,7,535342.2748221122,20,3
H-1377,Maplewood,571,6,2,2009,2024,3,172706.63119025173,2,3
H-1552,Swamp Bottom,509,4,1,1984,1992,2,86153.9294726047,34,1
H-1742,Swamp Bottom,2224,4,4,2007,2008,7,283088.7059735869,18,1
H-1322,Swamp Bottom,1302,6,3,1967,2012,5,198532.90136165655,14,1
H-1092,Maplewood,2148,2,3,1986,2022,7,515274.3254507527,4,3
H-1123,Swamp Bottom,1773,3,4,2016,2022,3,154142.5529680094,4,1
H-0270,Swamp Bottom,3388,6,2,1982,2006,6,366459.03292004886,20,1
H-0054,Golden Ridge,645,6,1,1998,2023,6,244467.91874259012,3,5
H-1710,Sunny Valley,1428,3,4,2000,2010,6,438263.6241091555,16,4
H-1504,Sunny Valley,2450,6,2,1998,2021,3,675180.3856450533,5,4
H-1862,Sunny Valley,2450,7,3,1996,1998,5,642571.4271422861,28,4
H-1837,Sunny Valley,2043,2,2,1974,2015,8,538729.1303029823,11,4
H-1503,Sunny Valley,2261,7,2,1961,2012,6,661862.2468764369,14,4
H-1554,Sunny Valley,2504,6,2,1964,2019,10,721619.762016836,7,4
H-0651,Maplewood,3207,3,1,2005,2017,2,624472.4898502585,9,3
H-1075,Sunny Valley,1786,3,1,1974,2002,9,542200.6652796308,24,4
H-0187,Swamp Bottom,3113,4,4,1979,2014,1,624432.6033164659,12,1
H-1624,Sunny Valley,1062,4,4,1991,1993,2,310887.65066139813,33,4
H-0155,Swamp Bottom,1575,4,2,2005,2009,8,440147.3724203554,17,1
H-0119,Swamp Bottom,3331,4,4,1995,2004,5,662942.3217744017,22,1
H-1986,Maplewood,2587,6,2,1984,1999,8,603096.8407110568,27,3
H-0088,Golden Ridge,1938,7,2,1992,1995,3,203816.0940095688,31,5
H-1669,Swamp Bottom,1352,6,1,1990,1997,4,180521.56024130216,29,1
H-0595,Maplewood,1998,6,4,2007,2009,10,462121.32,17,3
H-0678,Industrial District,1645,6,2,2007,2010,7,296986.1922637277,16,2
H-0371,Golden Ridge,2592,6,3,1991,2007,3,941031.9009185124,19,5
H-1022,Industrial District,2193,5,1,1980,1994,4,408597.9189440981,32,2
H-0766,Swamp Bottom,1740,4,4,1997,2005,3,177941.8884296165,21,1
H-1109,Sunny Valley,3070,5,1,1963,2021,9,835112.2879344166,5,4
H-1083,Swamp Bottom,357,2,3,2008,2023,10,76023.77196202178,3,1
H-0102,Swamp Bottom,2838,5,1,2006,2022,10,823694.327817442,4,1
H-1917,Maplewood,2500,3,2,2010,2012,10,586731.8725985326,14,3
H-1977,Sunny Valley,2143,3,1,1991,2000,1,512166.9880100061,26,4
H-0492,Sunny Valley,1962,3,3,2012,2014,5,510910.3722150824,12,4
H-0023,Golden Ridge,3179,2,2,1977,1999,10,818212.2584867281,27,5
H-1228,Industrial District,3279,3,1,1975,2006,4,539246.7429539943,20,2
H-0731,Swamp Bottom,2152,6,1,1976,2009,5,231348.60023887013,17,1
H-0684,Industrial District,1614,6,3,2000,2014,2,308001.91987493,12,2
H-0776,Sunny Valley,1247,2,3,1983,1990,2,360654.8050782814,36,4
H-1137,Maplewood,1415,5,4,1993,2006,8,375394.9428675043,20,3
H-0846,Golden Ridge,1832,7,4,1966,2004,10,836699.8732960407,22,5
H-1028,Sunny Valley,2904,7,2,1962,2000,2,750660.3988275036,26,4
H-2012,Golden Ridge,2525,6,4,2001,2005,10,595929.0722975691,21,5
H-1080,Swamp Bottom,2255,2,3,1986,2003,9,241954.44870938864,23,1
H-0939,Maplewood,1561,4,1,1990,2020,7,336043.2565889852,6,3
H-0256,Industrial District,2181,5,2,1970,2000,5,403826.3242209616,26,2
H-0682,Sunny Valley,1793,3,2,2005,2009,3,487765.4971872341,17,4
H-1912,Industrial District,2579,6,4,1994,1997,1,419298.4698122239,29,2
H-0864,Sunny Valley,1128,7,1,1991,1993,2,375700.2219847635,33,4
H-0962,Sunny Valley,2181,5,2,1996,2023,1,542368.3020466635,3,4
H-0301,Maplewood,2566,4,4,1966,1999,4,560198.8492265361,27,3
H-1657,Sunny Valley,1576,2,3,1961,2002,6,455761.9070745647,24,4
H-0030,Golden Ridge,2472,3,4,1992,2014,6,537301.7291132575,12,5
H-1946,Sunny Valley,2002,4,3,2000,2022,2,525554.975056884,4,4
H-1741,Maplewood,1566,7,2,1983,1999,10,455198.7606975194,27,3
H-0947,Industrial District,2853,2,1,1974,2022,6,484586.046237755,4,2
H-1008,Sunny Valley,744,5,2,2003,2008,9,336524.5573803785,18,4
H-0126,Swamp Bottom,3001,5,3,1990,2020,10,378374.4830317914,6,1
H-1664,Industrial District,2265,4,2,2007,2012,1,419680.6145582934,14,2
H-0398,Swamp Bottom,1177,7,4,2019,2023,6,211723.7984118277,3,1
H-0936,Golden Ridge,2622,5,4,2018,2024,9,956694.548017384,2,5
H-0159,Swamp Bottom,1805,2,4,1999,2024,10,466572.8287372722,2,1
H-0547,Maplewood,1509,3,3,2017,2020,4,497469.0,6,3
H-1050,Swamp Bottom,1919,5,4,2003,2021,10,237258.22118995825,5,1
H-2013,Golden Ridge,2170,2,4,1986,2022,10,0.0,4,5
H-1380,Sunny Valley,984,7,1,1983,2014,6,342798.0678000407,12,4
H-1635,Sunny Valley,1020,5,4,1988,1995,9,392560.27651333937,31,4
H-0608,Maplewood,3341,4,4,1973,2008,5,672752.8243822866,18,3
H-0780,Maplewood,1626,4,4,1994,2016,1,319083.9449540288,10,3
H-0266,Maplewood,1096,7,2,2016,2019,9,367002.5823980493,7,3
H-0945,Golden Ridge,457,4,1,1995,2008,10,324568.19703598804,18,5
H-1683,Swamp Bottom,396,6,1,1970,1994,8,110066.19080181728,32,1
H-0697,Maplewood,2126,5,2,2001,2007,5,494491.9837052631,19,3
H-1548,Golden Ridge,2874,2,2,1989,1992,8,1000900.0819476373,34,5
H-1311,Swamp Bottom,1433,2,4,1997,2012,3,175816.9225393406,14,1
H-1304,Maplewood,2094,6,4,1999,2011,2,479211.9519286612,15,3
H-1942,Swamp Bottom,2168,6,2,1978,2006,6,263757.5208871237,20,1
H-1207,Sunny Valley,2563,6,4,1998,2003,1,664893.5983739325,23,4
H-1653,Sunny Valley,2139,7,1,1999,2008,9,651326.8699004825,18,4
H-1041,Swamp Bottom,1790,2,2,1998,2001,1,187624.4428307924,25,1
H-0076,Golden Ridge,1142,2,1,2000,2016,2,134804.10243083298,10,5
H-1010,Sunny Valley,1261,4,2,1969,2019,1,346473.58259786456,7,4
H-1326,Sunny Valley,2276,4,4,1968,1996,10,690084.1038731338,30,4
H-0650,Golden Ridge,2936,6,3,1975,2006,3,1049936.3543250798,20,5
H-1852,Swamp Bottom,2661,5,1,1988,2018,7,303413.2805723408,8,1
H-0059,Golden Ridge,1566,2,1,1988,1991,5,457972.27707143023,35,5
H-0243,Sunny Valley,2530,2,3,1974,1993,7,643307.0695158353,33,4
H-1532,Maplewood,2815,7,4,2004,2016,7,639855.9289058497,10,3
H-1557,Sunny Valley,1524,7,1,1985,1990,10,542842.1467256516,36,4
H-1197,Industrial District,2047,2,3,1993,1996,8,349718.1017236654,30,2
H-1880,Maplewood,2378,5,1,1980,2020,5,514183.86473391537,6,3
H-1590,Maplewood,1992,2,2,1997,2016,1,420993.3690467875,10,3
H-0611,Swamp Bottom,1314,4,3,1963,2000,3,154507.88721618013,26,1
H-1886,Golden Ridge,2987,7,3,1971,1991,5,1119106.5843128571,35,5
H-0693,Sunny Valley,1997,4,4,1977,2000,3,549462.8107921525,26,4
H-1556,Maplewood,2683,3,3,1999,2000,8,600312.5642996506,26,3
H-1779,Swamp Bottom,1098,7,3,1975,2008,5,178764.52407926618,18,1
H-0773,Sunny Valley,2072,2,3,1976,2007,1,458330.71858579246,19,4
H-0981,Swamp Bottom,2841,4,2,2000,2007,5,265137.6755457383,19,1
H-0542,Sunny Valley,2219,3,1,1993,2003,5,545012.33,23,4
H-1992,Maplewood,1707,4,4,1981,1998,8,464121.114361404,28,3
H-1915,Maplewood,3400,6,2,1983,2020,5,760156.3687460616,6,3
H-1541,Golden Ridge,2001,6,1,1977,2022,1,700284.094955769,4,5
H-1498,Sunny Valley,1161,4,3,1962,2002,5,401931.65635851567,24,4
H-0201,Golden Ridge,2381,4,4,1983,2017,4,814259.01371138,9,5
H-1352,Sunny Valley,1599,3,2,1984,2001,4,454055.78884864016,25,4
H-1754,Industrial District,1817,3,4,1984,1993,3,305139.9620630884,33,2
H-1482,Maplewood,1971,5,3,1990,2020,4,439641.7605838642,6,3
H-1547,Maplewood,209,4,1,1992,2018,5,140923.18839141438,8,3
H-0002,Golden Ridge,1688,5,4,1965,2017,4,0.0,9,5
H-0179,Swamp Bottom,1830,6,4,1965,1997,7,788654.7858070825,29,1
H-1513,Golden Ridge,2361,5,3,1968,1993,5,888179.0352086899,33,5
H-0695,Maplewood,1569,4,1,1998,2011,6,327843.7101722833,15,3
H-0570,Maplewood,1620,4,4,1986,2001,9,513569.5,25,3
H-0836,Industrial District,1321,4,3,1985,1998,7,270475.90500930016,28,2
H-0909,Sunny Valley,2438,2,4,1968,2001,2,545724.7638647466,25,4
H-0683,Maplewood,3606,3,1,1990,2020,10,769680.0549306826,6,3
H-0664,Golden Ridge,2109,7,4,1961,2014,3,827086.3820291419,12,5
H-1872,Maplewood,965,3,2,1980,2021,3,256160.46998740677,5,3
H-1233,Golden Ridge,1692,7,1,1972,2010,7,753245.0924819554,16,5
H-1420,Sunny Valley,1915,4,4,1981,2009,9,570890.6611424129,17,4
H-0065,Golden Ridge,2072,3,2,1967,2004,10,488645.7286433657,22,5
H-0644,Golden Ridge,2079,6,1,1993,2013,6,812392.0379624761,13,5
H-1987,Maplewood,545,4,2,2004,2021,2,181343.0862134013,5,3
H-0948,Swamp Bottom,3153,3,2,1986,2021,5,361273.3927783127,5,1
H-1248,Industrial District,776,6,3,1999,2018,1,151376.58248628644,8,2
H-0094,Golden Ridge,2583,4,3,1977,2006,7,272032.0416114722,20,5
H-1437,Maplewood,2026,6,2,2006,2019,7,506135.800331298,7,3
H-1689,Swamp Bottom,3489,2,3,2017,2019,3,310112.4863510264,7,1
H-1340,Sunny Valley,2767,3,3,1988,1993,3,669309.2644288279,33,4
H-1469,Swamp Bottom,1000,2,4,1974,2005,4,114271.2541065135,21,1
H-0224,Sunny Valley,2887,5,3,2004,2005,7,808497.9640274978,21,4
H-0537,Sunny Valley,1082,4,4,1997,2020,7,570890.66,6,4
H-1786,Maplewood,2760,3,3,1994,2014,5,595792.6193883495,12,3
H-0839,Maplewood,2255,6,2,1972,2022,10,570963.7242110601,4,3
H-1619,Maplewood,1188,3,2,1961,2003,6,300358.67018504266,23,3
H-0160,Swamp Bottom,2330,5,2,1965,2024,3,619064.5918793132,2,1
H-0563,Golden Ridge,1733,7,1,1990,2010,10,605050.56,16,5
H-1990,Swamp Bottom,1696,7,2,1983,2006,1,189515.5091889033,20,1
H-1333,Industrial District,1514,3,4,1982,2023,6,271315.77038719656,3,2
H-1103,Industrial District,1770,6,3,1968,2013,2,334433.07830971223,13,2
H-1249,Maplewood,1889,5,2,1997,2012,8,482956.8698837215,14,3
H-1857,Maplewood,1476,6,2,1973,2015,5,393357.5677885979,11,3
H-1923,Sunny Valley,3220,2,2,1999,2006,2,763020.8059069269,20,4
H-0756,Maplewood,2076,7,1,1973,2009,5,528527.0873993967,17,3
H-1153,Maplewood,1559,6,1,1968,1999,6,413118.4188136772,27,3
H-1194,Golden Ridge,2794,5,2,1970,2019,5,995828.2817825194,7,5
H-0045,Golden Ridge,3054,4,4,2008,2011,4,657436.0926941298,15,5
H-0990,Swamp Bottom,2361,3,4,1992,2008,9,258067.6664752941,18,1
H-1733,Sunny Valley,2321,4,2,2003,2008,1,586491.6779164799,18,4
H-0523,Swamp Bottom,1480,2,1,1982,1999,7,244305.53,27,1
H-1968,Sunny Valley,2525,7,1,1961,1993,10,756206.2769435663,33,4
H-0112,Swamp Bottom,3538,3,4,1965,1998,3,593391.0599094636,28,1
H-0443,Sunny Valley,2737,6,4,1993,2024,8,752274.1656369059,2,4
H-0357,Maplewood,1974,2,2,1990,2020,2,402596.07320845616,6,3
H-0254,Sunny Valley,2393,3,3,1999,2022,8,628145.8219601738,4,4
H-1129,Sunny Valley,2312,3,4,1977,2019,7,632408.8472888381,7,4
H-0326,Maplewood,2890,4,4,1999,2018,4,636543.8531047392,8,3
H-0425,Maplewood,1555,5,4,1993,2019,3,374327.0656515927,7,3
H-1491,Sunny Valley,2027,4,3,1990,1992,8,579916.2639779374,34,4
H-0669,Sunny Valley,1279,5,2,2003,2020,8,436787.5457950315,6,4
H-0349,Maplewood,2960,4,4,1990,2020,6,682959.6316115275,6,3
H-1687,Maplewood,2341,6,2,2005,2020,5,554455.6390632039,6,3
H-1355,Swamp Bottom,3349,2,4,1992,2001,10,372505.2257988348,25,1
H-0976,Maplewood,1950,2,4,2003,2016,9,429446.15362026,10,3
H-0162,Swamp Bottom,2014,6,4,2007,2023,5,481600.0613939306,3,1
H-0991,Maplewood,2222,6,3,1968,1991,6,538116.5570065056,35,3
H-0789,Industrial District,1525,7,4,1986,1992,8,359321.28036050306,34,2
H-0688,Swamp Bottom,4191,6,4,1993,2019,4,460628.28199204704,7,1
H-1665,Swamp Bottom,2733,2,3,2008,2024,2,252916.30517798272,2,1
H-0576,Golden Ridge,1035,7,3,1995,1995,5,657395.2,31,5
H-1481,Golden Ridge,-1243,4,1,2004,2011,7,-154660.2916802487,15,5
H-1651,Sunny Valley,1312,5,4,1994,2001,5,427980.4314231874,25,4
H-1587,Sunny Valley,1622,3,3,1985,1999,7,474407.4985397231,27,4
H-0369,Golden Ridge,2202,6,1,1996,2006,6,869889.8177517845,20,5
H-0848,Maplewood,418,2,2,1975,2005,3,96273.95085418748,21,3
H-0209,Sunny Valley,3533,7,3,2004,2023,8,931475.422541524,3,4
H-1791,Maplewood,1270,6,4,1991,1992,5,330573.43046648905,34,3
H-1756,Industrial District,1522,3,4,1976,2015,3,283762.0607087708,11,2
H-0579,Sunny Valley,1644,3,2,1991,2019,5,588479.4,7,4
H-0727,Swamp Bottom,1363,7,4,1993,2021,4,156652.5594574891,5,1
H-0718,Golden Ridge,1945,2,4,1990,2020,1,624135.1521319636,6,5
H-0320,Maplewood,905,7,1,2006,2020,1,285574.6574598278,6,3
H-1906,Industrial District,2153,3,1,2003,2016,3,369578.1950589655,10,2
H-1834,Swamp Bottom,2231,6,4,1991,2008,10,264829.53450779745,18,1
H-1663,Maplewood,2563,5,1,1984,1996,1,530744.3783198142,30,3
H-1588,Sunny Valley,687,5,1,1990,2020,9,345920.74170226854,6,4
H-0655,Golden Ridge,236,7,4,1979,1992,10,400125.6901198552,34,5
H-1089,Sunny Valley,2688,6,3,1977,2002,1,714891.5856931342,24,4
H-1091,Maplewood,3374,4,4,1990,1991,4,755335.3916113771,35,3
H-0917,Industrial District,1531,7,1,2000,2019,4,354566.73238137644,7,2
H-0446,Industrial District,1541,2,4,1988,2007,3,276313.55253653147,19,2
H-0424,Golden Ridge,2300,6,4,2001,2021,8,950700.0783024332,5,5
H-0388,Swamp Bottom,1865,5,3,1975,2009,7,267333.2633730404,17,1
H-0107,Swamp Bottom,2878,5,2,1991,2015,9,344898.658524916,11,1
H-1507,Maplewood,2150,4,4,1984,2011,6,463708.7889520883,15,3
H-1152,Maplewood,1366,3,1,1965,2010,1,272273.9530272618,16,3
H-1780,Golden Ridge,1748,5,4,2012,2020,1,681913.0813018476,6,5
H-1016,Sunny Valley,2791,5,3,2013,2015,4,714267.4687397906,11,4
H-0698,Sunny Valley,869,6,4,1978,1998,4,343444.78604160115,28,4
H-1697,Golden Ridge,3414,2,1,1964,2014,9,1138532.0176434568,12,5
H-0405,Swamp Bottom,1745,5,4,2020,2023,4,222857.92814010396,3,1
H-0148,Swamp Bottom,1836,5,4,2013,2020,1,625302.0956005771,6,1
H-0109,Swamp Bottom,1644,4,1,2001,2005,1,541859.1599867825,21,1
H-1021,Sunny Valley,4441,6,3,1964,2000,2,1109783.0894266297,26,4
H-0995,Golden Ridge,1614,2,4,1997,2021,7,607559.5745612663,5,5
H-0566,Sunny Valley,1106,7,2,1992,2000,7,642117.89,26,4
H-0220,Maplewood,2363,3,1,1993,1993,7,512410.9813899705,33,3
H-0705,Industrial District,1930,6,1,1970,2008,7,350537.86989996,18,2
H-1671,Swamp Bottom,645,3,4,2022,2024,4,98785.3862014881,2,1
H-0328,Sunny Valley,1632,7,4,1979,1995,10,557102.3551976796,31,4
H-1347,Sunny Valley,2581,5,1,2001,2010,4,674824.2396383237,16,4
